Flight ID,Flight Number,Departure Date,Departure Time,Price,Destination Base ID,Arrival Base ID,Arrival Date,Arrival Time
3325,FL3325,2033-05-20,15:23:00,2038.11,5,7,2033-05-20,17:53:00
3326,FL3326,2033-05-21,15:24:00,2397.33,11,5,2033-05-21,17:54:00
3327,FL3327,2033-05-22,15:25:00,3376.26,3,12,2033-05-22,17:55:00
3328,FL3328,2033-05-23,15:26:00,3221.62,11,1,2033-05-23,17:56:00
3329,FL3329,2033-05-24,15:27:00,2336.12,1,10,2033-05-24,17:57:00
3330,FL3330,2033-05-25,15:28:00,2580.98,12,5,2033-05-25,17:58:00
3331,FL3331,2033-05-26,15:29:00,3413.4,8,3,2033-05-26,17:59:00
3332,FL3332,2033-05-27,15:30:00,1667.69,7,12,2033-05-27,18:00:00
3333,FL3333,2033-05-28,15:31:00,2376.64,12,2,2033-05-28,18:01:00
3334,FL3334,2033-05-29,15:32:00,2927.45,3,6,2033-05-29,18:02:00
3335,FL3335,2033-05-30,15:33:00,2071.95,5,7,2033-05-30,18:03:00
3336,FL3336,2033-05-31,15:34:00,2238.23,10,2,2033-05-31,18:04:00
3337,FL3337,2033-06-01,15:35:00,2138.36,2,6,2033-06-01,18:05:00
3338,FL3338,2033-06-02,15:36:00,2683.63,4,5,2033-06-02,18:06:00
3339,FL3339,2033-06-03,15:37:00,3324.06,3,9,2033-06-03,18:07:00
3340,FL3340,2033-06-04,15:38:00,3401.88,12,10,2033-06-04,18:08:00
3341,FL3341,2033-06-05,15:39:00,2621.8,9,2,2033-06-05,18:09:00
3342,FL3342,2033-06-06,15:40:00,2981.59,7,10,2033-06-06,18:10:00
3343,FL3343,2033-06-07,15:41:00,3397.96,2,8,2033-06-07,18:11:00
3344,FL3344,2033-06-08,15:42:00,3372.67,5,8,2033-06-08,18:12:00
3345,FL3345,2033-06-09,15:43:00,1893.01,2,3,2033-06-09,18:13:00
3346,FL3346,2033-06-10,15:44:00,1948.03,2,12,2033-06-10,18:14:00
3347,FL3347,2033-06-11,15:45:00,2658.34,5,10,2033-06-11,18:15:00
3348,FL3348,2033-06-12,15:46:00,3210.58,8,9,2033-06-12,18:16:00
3349,FL3349,2033-06-13,15:47:00,2788.64,8,5,2033-06-13,18:17:00
3350,FL3350,2033-06-14,15:48:00,2463.99,7,9,2033-06-14,18:18:00
3351,FL3351,2033-06-15,15:49:00,1940.46,11,8,2033-06-15,18:19:00
3352,FL3352,2033-06-16,15:50:00,2603.65,6,11,2033-06-16,18:20:00
3353,FL3353,2033-06-17,15:51:00,2609.45,3,1,2033-06-17,18:21:00
3354,FL3354,2033-06-18,15:52:00,1678.52,10,7,2033-06-18,18:22:00
3355,FL3355,2033-06-19,15:53:00,2217.62,4,7,2033-06-19,18:23:00
3356,FL3356,2033-06-20,15:54:00,2966.57,11,3,2033-06-20,18:24:00
3357,FL3357,2033-06-21,15:55:00,2431.14,2,8,2033-06-21,18:25:00
3358,FL3358,2033-06-22,15:56:00,1635.32,7,6,2033-06-22,18:26:00
3359,FL3359,2033-06-23,15:57:00,3143.6,5,5,2033-06-23,18:27:00
3360,FL3360,2033-06-24,15:58:00,1740.38,9,4,2033-06-24,18:28:00
3361,FL3361,2033-06-25,15:59:00,2897.63,6,9,2033-06-25,18:29:00
3362,FL3362,2033-06-26,16:00:00,2862.64,4,11,2033-06-26,18:30:00
3363,FL3363,2033-06-27,16:01:00,2335.8,7,1,2033-06-27,18:31:00
3364,FL3364,2033-06-28,16:02:00,2028.47,12,9,2033-06-28,18:32:00
3365,FL3365,2033-06-29,16:03:00,1604.97,11,12,2033-06-29,18:33:00
3366,FL3366,2033-06-30,16:04:00,2752.94,6,2,2033-06-30,18:34:00
3367,FL3367,2033-07-01,16:05:00,3214.29,11,1,2033-07-01,18:35:00
3368,FL3368,2033-07-02,16:06:00,2353.66,6,4,2033-07-02,18:36:00
3369,FL3369,2033-07-03,16:07:00,2626.01,9,8,2033-07-03,18:37:00
3370,FL3370,2033-07-04,16:08:00,1714.97,6,11,2033-07-04,18:38:00
3371,FL3371,2033-07-05,16:09:00,1678.07,1,1,2033-07-05,18:39:00
3372,FL3372,2033-07-06,16:10:00,2341.2,11,9,2033-07-06,18:40:00
3373,FL3373,2033-07-07,16:11:00,2069.53,1,9,2033-07-07,18:41:00
3374,FL3374,2033-07-08,16:12:00,3190.95,6,3,2033-07-08,18:42:00
3375,FL3375,2033-07-09,16:13:00,3366.65,9,11,2033-07-09,18:43:00
3376,FL3376,2033-07-10,16:14:00,1886.85,1,6,2033-07-10,18:44:00
3377,FL3377,2033-07-11,16:15:00,3335.74,1,6,2033-07-11,18:45:00
3378,FL3378,2033-07-12,16:16:00,2580.02,11,4,2033-07-12,18:46:00
3379,FL3379,2033-07-13,16:17:00,3451.77,8,7,2033-07-13,18:47:00
3380,FL3380,2033-07-14,16:18:00,2315.94,12,9,2033-07-14,18:48:00
3381,FL3381,2033-07-15,16:19:00,2020.51,1,9,2033-07-15,18:49:00
3382,FL3382,2033-07-16,16:20:00,3222.97,5,2,2033-07-16,18:50:00
3383,FL3383,2033-07-17,16:21:00,3077.82,2,3,2033-07-17,18:51:00
3384,FL3384,2033-07-18,16:22:00,2739.48,7,3,2033-07-18,18:52:00
3385,FL3385,2033-07-19,16:23:00,2616.14,3,8,2033-07-19,18:53:00
3386,FL3386,2033-07-20,16:24:00,3313.69,12,11,2033-07-20,18:54:00
3387,FL3387,2033-07-21,16:25:00,3495.7,6,6,2033-07-21,18:55:00
3388,FL3388,2033-07-22,16:26:00,2105.8,1,11,2033-07-22,18:56:00
3389,FL3389,2033-07-23,16:27:00,1818.17,4,8,2033-07-23,18:57:00
3390,FL3390,2033-07-24,16:28:00,2319.96,4,10,2033-07-24,18:58:00
3391,FL3391,2033-07-25,16:29:00,1595.22,1,1,2033-07-25,18:59:00
3392,FL3392,2033-07-26,16:30:00,2124.95,9,3,2033-07-26,19:00:00
3393,FL3393,2033-07-27,16:31:00,1771.9,1,3,2033-07-27,19:01:00
3394,FL3394,2033-07-28,16:32:00,1555.09,6,12,2033-07-28,19:02:00
3395,FL3395,2033-07-29,16:33:00,1800.61,7,9,2033-07-29,19:03:00
3396,FL3396,2033-07-30,16:34:00,2681.46,6,1,2033-07-30,19:04:00
3397,FL3397,2033-07-31,16:35:00,2982.05,1,10,2033-07-31,19:05:00
3398,FL3398,2033-08-01,16:36:00,2739.56,1,11,2033-08-01,19:06:00
3399,FL3399,2033-08-02,16:37:00,2315.74,8,8,2033-08-02,19:07:00
3400,FL3400,2033-08-03,16:38:00,2241.51,4,7,2033-08-03,19:08:00
3401,FL3401,2033-08-04,16:39:00,3066.31,10,6,2033-08-04,19:09:00
3402,FL3402,2033-08-05,16:40:00,1554.74,11,3,2033-08-05,19:10:00
3403,FL3403,2033-08-06,16:41:00,3181.3,7,6,2033-08-06,19:11:00
3404,FL3404,2033-08-07,16:42:00,2954.55,4,9,2033-08-07,19:12:00
3405,FL3405,2033-08-08,16:43:00,3443.24,6,3,2033-08-08,19:13:00
3406,FL3406,2033-08-09,16:44:00,3442.85,3,1,2033-08-09,19:14:00
3407,FL3407,2033-08-10,16:45:00,1978.62,9,9,2033-08-10,19:15:00
3408,FL3408,2033-08-11,16:46:00,1945.24,8,2,2033-08-11,19:16:00
3409,FL3409,2033-08-12,16:47:00,2558.9,3,2,2033-08-12,19:17:00
3410,FL3410,2033-08-13,16:48:00,2352.52,10,8,2033-08-13,19:18:00
3411,FL3411,2033-08-14,16:49:00,2453.69,2,6,2033-08-14,19:19:00
3412,FL3412,2033-08-15,16:50:00,2821.45,12,12,2033-08-15,19:20:00
3413,FL3413,2033-08-16,16:51:00,3096.73,6,4,2033-08-16,19:21:00
3414,FL3414,2033-08-17,16:52:00,2196.82,9,5,2033-08-17,19:22:00
3415,FL3415,2033-08-18,16:53:00,2354.91,6,11,2033-08-18,19:23:00
3416,FL3416,2033-08-19,16:54:00,2788.69,4,3,2033-08-19,19:24:00
3417,FL3417,2033-08-20,16:55:00,2227.1,5,5,2033-08-20,19:25:00
3418,FL3418,2033-08-21,16:56:00,2190.38,11,12,2033-08-21,19:26:00
3419,FL3419,2033-08-22,16:57:00,1547.03,4,6,2033-08-22,19:27:00
3420,FL3420,2033-08-23,16:58:00,2202.74,6,1,2033-08-23,19:28:00
3421,FL3421,2033-08-24,16:59:00,3066.09,6,11,2033-08-24,19:29:00
3422,FL3422,2033-08-25,17:00:00,2747.41,10,2,2033-08-25,19:30:00
3423,FL3423,2033-08-26,17:01:00,2629.52,3,1,2033-08-26,19:31:00
3424,FL3424,2033-08-27,17:02:00,3297.04,10,2,2033-08-27,19:32:00
3425,FL3425,2033-08-28,17:03:00,2328.21,5,5,2033-08-28,19:33:00
3426,FL3426,2033-08-29,17:04:00,2613.84,8,6,2033-08-29,19:34:00
3427,FL3427,2033-08-30,17:05:00,1986.17,9,10,2033-08-30,19:35:00
3428,FL3428,2033-08-31,17:06:00,3130.16,11,1,2033-08-31,19:36:00
3429,FL3429,2033-09-01,17:07:00,1812.5,12,5,2033-09-01,19:37:00
3430,FL3430,2033-09-02,17:08:00,2912.97,4,6,2033-09-02,19:38:00
3431,FL3431,2033-09-03,17:09:00,2155.57,10,5,2033-09-03,19:39:00
3432,FL3432,2033-09-04,17:10:00,1885.1,7,5,2033-09-04,19:40:00
3433,FL3433,2033-09-05,17:11:00,1552.2,7,5,2033-09-05,19:41:00
3434,FL3434,2033-09-06,17:12:00,3299.2,7,11,2033-09-06,19:42:00
3435,FL3435,2033-09-07,17:13:00,2422.61,3,9,2033-09-07,19:43:00
3436,FL3436,2033-09-08,17:14:00,1825.52,7,9,2033-09-08,19:44:00
3437,FL3437,2033-09-09,17:15:00,2495.76,2,12,2033-09-09,19:45:00
3438,FL3438,2033-09-10,17:16:00,1555.38,10,1,2033-09-10,19:46:00
3439,FL3439,2033-09-11,17:17:00,2499.31,6,3,2033-09-11,19:47:00
3440,FL3440,2033-09-12,17:18:00,1719.91,8,4,2033-09-12,19:48:00
3441,FL3441,2033-09-13,17:19:00,2002.93,3,12,2033-09-13,19:49:00
3442,FL3442,2033-09-14,17:20:00,1627.9,6,5,2033-09-14,19:50:00
3443,FL3443,2033-09-15,17:21:00,3234.45,6,11,2033-09-15,19:51:00
3444,FL3444,2033-09-16,17:22:00,2956.81,4,11,2033-09-16,19:52:00
3445,FL3445,2033-09-17,17:23:00,1529.72,9,2,2033-09-17,19:53:00
3446,FL3446,2033-09-18,17:24:00,2531.16,6,10,2033-09-18,19:54:00
3447,FL3447,2033-09-19,17:25:00,1827.87,7,2,2033-09-19,19:55:00
3448,FL3448,2033-09-20,17:26:00,1942.98,1,11,2033-09-20,19:56:00
3449,FL3449,2033-09-21,17:27:00,2246.27,10,7,2033-09-21,19:57:00
3450,FL3450,2033-09-22,17:28:00,2220.12,3,8,2033-09-22,19:58:00
3451,FL3451,2033-09-23,17:29:00,3035.26,3,6,2033-09-23,19:59:00
3452,FL3452,2033-09-24,17:30:00,2789.79,3,8,2033-09-24,20:00:00
3453,FL3453,2033-09-25,17:31:00,2414.9,4,2,2033-09-25,20:01:00
3454,FL3454,2033-09-26,17:32:00,2796.22,11,1,2033-09-26,20:02:00
3455,FL3455,2033-09-27,17:33:00,1668.43,11,11,2033-09-27,20:03:00
3456,FL3456,2033-09-28,17:34:00,3275.19,10,1,2033-09-28,20:04:00
3457,FL3457,2033-09-29,17:35:00,2406.54,5,7,2033-09-29,20:05:00
3458,FL3458,2033-09-30,17:36:00,1635.51,9,6,2033-09-30,20:06:00
3459,FL3459,2033-10-01,17:37:00,2982.12,9,12,2033-10-01,20:07:00
3460,FL3460,2033-10-02,17:38:00,3471.2,7,1,2033-10-02,20:08:00
3461,FL3461,2033-10-03,17:39:00,2781.41,5,11,2033-10-03,20:09:00
3462,FL3462,2033-10-04,17:40:00,2024.55,1,10,2033-10-04,20:10:00
3463,FL3463,2033-10-05,17:41:00,1530.9,1,1,2033-10-05,20:11:00
3464,FL3464,2033-10-06,17:42:00,2396.37,7,2,2033-10-06,20:12:00
3465,FL3465,2033-10-07,17:43:00,1636.54,12,10,2033-10-07,20:13:00
3466,FL3466,2033-10-08,17:44:00,3367.31,10,1,2033-10-08,20:14:00
3467,FL3467,2033-10-09,17:45:00,3034.13,8,9,2033-10-09,20:15:00
3468,FL3468,2033-10-10,17:46:00,2514.88,6,12,2033-10-10,20:16:00
3469,FL3469,2033-10-11,17:47:00,2248.93,5,12,2033-10-11,20:17:00
3470,FL3470,2033-10-12,17:48:00,1701.05,1,6,2033-10-12,20:18:00
3471,FL3471,2033-10-13,17:49:00,3047.12,10,4,2033-10-13,20:19:00
3472,FL3472,2033-10-14,17:50:00,1952.34,7,12,2033-10-14,20:20:00
3473,FL3473,2033-10-15,17:51:00,1600.56,4,11,2033-10-15,20:21:00
3474,FL3474,2033-10-16,17:52:00,1748.91,6,5,2033-10-16,20:22:00
3475,FL3475,2033-10-17,17:53:00,2673.03,5,1,2033-10-17,20:23:00
3476,FL3476,2033-10-18,17:54:00,2573.55,5,8,2033-10-18,20:24:00
3477,FL3477,2033-10-19,17:55:00,3343.49,10,12,2033-10-19,20:25:00
3478,FL3478,2033-10-20,17:56:00,3327.15,4,8,2033-10-20,20:26:00
3479,FL3479,2033-10-21,17:57:00,3010.57,6,7,2033-10-21,20:27:00
3480,FL3480,2033-10-22,17:58:00,3488.06,3,6,2033-10-22,20:28:00
3481,FL3481,2033-10-23,17:59:00,2592.19,12,11,2033-10-23,20:29:00
3482,FL3482,2033-10-24,18:00:00,2459.92,9,5,2033-10-24,20:30:00
3483,FL3483,2033-10-25,18:01:00,2014.35,5,9,2033-10-25,20:31:00
3484,FL3484,2033-10-26,18:02:00,3348.21,9,3,2033-10-26,20:32:00
3485,FL3485,2033-10-27,18:03:00,2234.95,4,4,2033-10-27,20:33:00
3486,FL3486,2033-10-28,18:04:00,1816.36,11,1,2033-10-28,20:34:00
3487,FL3487,2033-10-29,18:05:00,2009.07,1,6,2033-10-29,20:35:00
3488,FL3488,2033-10-30,18:06:00,3430.36,3,1,2033-10-30,20:36:00
3489,FL3489,2033-10-31,18:07:00,3477.66,5,8,2033-10-31,20:37:00
3490,FL3490,2033-11-01,18:08:00,2505.67,8,5,2033-11-01,20:38:00
3491,FL3491,2033-11-02,18:09:00,2260.55,8,10,2033-11-02,20:39:00
3492,FL3492,2033-11-03,18:10:00,3388.66,8,7,2033-11-03,20:40:00
3493,FL3493,2033-11-04,18:11:00,3286.91,9,3,2033-11-04,20:41:00
3494,FL3494,2033-11-05,18:12:00,3066.95,9,1,2033-11-05,20:42:00
3495,FL3495,2033-11-06,18:13:00,2770.39,5,8,2033-11-06,20:43:00
3496,FL3496,2033-11-07,18:14:00,2747.53,2,10,2033-11-07,20:44:00
3497,FL3497,2033-11-08,18:15:00,2680.49,3,2,2033-11-08,20:45:00
3498,FL3498,2033-11-09,18:16:00,2113.88,3,6,2033-11-09,20:46:00
3499,FL3499,2033-11-10,18:17:00,3102.04,8,1,2033-11-10,20:47:00
3500,FL3500,2033-11-11,18:18:00,2127.42,5,5,2033-11-11,20:48:00
3501,FL3501,2033-11-12,18:19:00,2045.11,9,4,2033-11-12,20:49:00
3502,FL3502,2033-11-13,18:20:00,2871.44,12,4,2033-11-13,20:50:00
3503,FL3503,2033-11-14,18:21:00,3071.63,6,6,2033-11-14,20:51:00
3504,FL3504,2033-11-15,18:22:00,2448.51,12,4,2033-11-15,20:52:00
3505,FL3505,2033-11-16,18:23:00,2640.34,1,7,2033-11-16,20:53:00
3506,FL3506,2033-11-17,18:24:00,3432.4,3,5,2033-11-17,20:54:00
3507,FL3507,2033-11-18,18:25:00,3381.94,2,8,2033-11-18,20:55:00
3508,FL3508,2033-11-19,18:26:00,1994.12,7,9,2033-11-19,20:56:00
3509,FL3509,2033-11-20,18:27:00,2633.42,10,7,2033-11-20,20:57:00
3510,FL3510,2033-11-21,18:28:00,2108.45,12,7,2033-11-21,20:58:00
3511,FL3511,2033-11-22,18:29:00,1986.71,10,12,2033-11-22,20:59:00
3512,FL3512,2033-11-23,18:30:00,3399.26,3,9,2033-11-23,21:00:00
3513,FL3513,2033-11-24,18:31:00,3053.2,6,5,2033-11-24,21:01:00
3514,FL3514,2033-11-25,18:32:00,3092.17,7,9,2033-11-25,21:02:00
3515,FL3515,2033-11-26,18:33:00,2867.74,6,12,2033-11-26,21:03:00
3516,FL3516,2033-11-27,18:34:00,1523.25,5,6,2033-11-27,21:04:00
3517,FL3517,2033-11-28,18:35:00,2159.84,7,6,2033-11-28,21:05:00
3518,FL3518,2033-11-29,18:36:00,2118.01,4,6,2033-11-29,21:06:00
3519,FL3519,2033-11-30,18:37:00,1763.65,10,9,2033-11-30,21:07:00
3520,FL3520,2033-12-01,18:38:00,3110.35,5,4,2033-12-01,21:08:00
3521,FL3521,2033-12-02,18:39:00,2734.08,3,5,2033-12-02,21:09:00
3522,FL3522,2033-12-03,18:40:00,1827.26,10,8,2033-12-03,21:10:00
3523,FL3523,2033-12-04,18:41:00,2412.97,3,10,2033-12-04,21:11:00
3524,FL3524,2033-12-05,18:42:00,1855.4,10,6,2033-12-05,21:12:00
3525,FL3525,2033-12-06,18:43:00,2556.32,2,7,2033-12-06,21:13:00
3526,FL3526,2033-12-07,18:44:00,3293.41,11,6,2033-12-07,21:14:00
3527,FL3527,2033-12-08,18:45:00,3319.57,9,9,2033-12-08,21:15:00
3528,FL3528,2033-12-09,18:46:00,2792.42,10,9,2033-12-09,21:16:00
3529,FL3529,2033-12-10,18:47:00,1709.54,1,5,2033-12-10,21:17:00
3530,FL3530,2033-12-11,18:48:00,2177.41,11,7,2033-12-11,21:18:00
3531,FL3531,2033-12-12,18:49:00,1936.91,5,1,2033-12-12,21:19:00
3532,FL3532,2033-12-13,18:50:00,1838.48,5,11,2033-12-13,21:20:00
3533,FL3533,2033-12-14,18:51:00,2081.8,8,5,2033-12-14,21:21:00
3534,FL3534,2033-12-15,18:52:00,3142.45,5,9,2033-12-15,21:22:00
3535,FL3535,2033-12-16,18:53:00,2215.96,4,8,2033-12-16,21:23:00
3536,FL3536,2033-12-17,18:54:00,3019.51,3,5,2033-12-17,21:24:00
3537,FL3537,2033-12-18,18:55:00,3375.01,5,9,2033-12-18,21:25:00
3538,FL3538,2033-12-19,18:56:00,1804.56,8,10,2033-12-19,21:26:00
3539,FL3539,2033-12-20,18:57:00,1844.98,9,1,2033-12-20,21:27:00
3540,FL3540,2033-12-21,18:58:00,3132.09,8,4,2033-12-21,21:28:00
3541,FL3541,2033-12-22,18:59:00,2841.63,5,7,2033-12-22,21:29:00
3542,FL3542,2033-12-23,19:00:00,2950.46,2,12,2033-12-23,21:30:00
3543,FL3543,2033-12-24,19:01:00,2509.68,1,8,2033-12-24,21:31:00
3544,FL3544,2033-12-25,19:02:00,3048.74,3,12,2033-12-25,21:32:00
3545,FL3545,2033-12-26,19:03:00,3325.46,11,11,2033-12-26,21:33:00
3546,FL3546,2033-12-27,19:04:00,2469.49,1,1,2033-12-27,21:34:00
3547,FL3547,2033-12-28,19:05:00,1776.87,3,4,2033-12-28,21:35:00
3548,FL3548,2033-12-29,19:06:00,3109.5,10,4,2033-12-29,21:36:00
3549,FL3549,2033-12-30,19:07:00,1521.82,2,8,2033-12-30,21:37:00
3550,FL3550,2033-12-31,19:08:00,2557.3,9,4,2033-12-31,21:38:00
3551,FL3551,2034-01-01,19:09:00,3404.44,10,6,2034-01-01,21:39:00
3552,FL3552,2034-01-02,19:10:00,2638.69,7,11,2034-01-02,21:40:00
3553,FL3553,2034-01-03,19:11:00,3020.1,1,8,2034-01-03,21:41:00
3554,FL3554,2034-01-04,19:12:00,1507.15,3,12,2034-01-04,21:42:00
3555,FL3555,2034-01-05,19:13:00,3328.6,2,7,2034-01-05,21:43:00
3556,FL3556,2034-01-06,19:14:00,3328.41,7,4,2034-01-06,21:44:00
3557,FL3557,2034-01-07,19:15:00,1796.29,9,2,2034-01-07,21:45:00
3558,FL3558,2034-01-08,19:16:00,2130.6,12,10,2034-01-08,21:46:00
3559,FL3559,2034-01-09,19:17:00,2598.33,2,4,2034-01-09,21:47:00
3560,FL3560,2034-01-10,19:18:00,2777.38,11,6,2034-01-10,21:48:00
3561,FL3561,2034-01-11,19:19:00,3154.9,2,7,2034-01-11,21:49:00
3562,FL3562,2034-01-12,19:20:00,1852.29,3,6,2034-01-12,21:50:00
3563,FL3563,2034-01-13,19:21:00,1754.41,1,5,2034-01-13,21:51:00
3564,FL3564,2034-01-14,19:22:00,3165.71,11,3,2034-01-14,21:52:00
3565,FL3565,2034-01-15,19:23:00,2317.7,1,2,2034-01-15,21:53:00
3566,FL3566,2034-01-16,19:24:00,3125.97,6,10,2034-01-16,21:54:00
3567,FL3567,2034-01-17,19:25:00,2789.91,6,6,2034-01-17,21:55:00
3568,FL3568,2034-01-18,19:26:00,3107.75,4,4,2034-01-18,21:56:00
3569,FL3569,2034-01-19,19:27:00,3447.77,2,7,2034-01-19,21:57:00
3570,FL3570,2034-01-20,19:28:00,1868.03,4,1,2034-01-20,21:58:00
3571,FL3571,2034-01-21,19:29:00,3079.48,2,12,2034-01-21,21:59:00
3572,FL3572,2034-01-22,19:30:00,1781.48,5,7,2034-01-22,22:00:00
3573,FL3573,2034-01-23,19:31:00,1727.07,5,7,2034-01-23,22:01:00
3574,FL3574,2034-01-24,19:32:00,2782.53,3,5,2034-01-24,22:02:00
3575,FL3575,2034-01-25,19:33:00,2689.53,11,4,2034-01-25,22:03:00
3576,FL3576,2034-01-26,19:34:00,3364.04,1,4,2034-01-26,22:04:00
3577,FL3577,2034-01-27,19:35:00,3358.7,4,9,2034-01-27,22:05:00
3578,FL3578,2034-01-28,19:36:00,2907.09,1,1,2034-01-28,22:06:00
3579,FL3579,2034-01-29,19:37:00,3416.91,1,9,2034-01-29,22:07:00
3580,FL3580,2034-01-30,19:38:00,1630.79,9,4,2034-01-30,22:08:00
3581,FL3581,2034-01-31,19:39:00,1860.72,10,11,2034-01-31,22:09:00
3582,FL3582,2034-02-01,19:40:00,2197.1,11,7,2034-02-01,22:10:00
3583,FL3583,2034-02-02,19:41:00,2036.25,1,4,2034-02-02,22:11:00
3584,FL3584,2034-02-03,19:42:00,2110.77,12,8,2034-02-03,22:12:00
3585,FL3585,2034-02-04,19:43:00,2586.6,2,6,2034-02-04,22:13:00
3586,FL3586,2034-02-05,19:44:00,2487.97,8,5,2034-02-05,22:14:00
3587,FL3587,2034-02-06,19:45:00,3368.11,11,7,2034-02-06,22:15:00
3588,FL3588,2034-02-07,19:46:00,1593.73,5,7,2034-02-07,22:16:00
3589,FL3589,2034-02-08,19:47:00,1648.35,6,4,2034-02-08,22:17:00
3590,FL3590,2034-02-09,19:48:00,3333.62,2,8,2034-02-09,22:18:00
3591,FL3591,2034-02-10,19:49:00,3440.62,9,9,2034-02-10,22:19:00
3592,FL3592,2034-02-11,19:50:00,2562.91,12,9,2034-02-11,22:20:00
3593,FL3593,2034-02-12,19:51:00,1713.13,1,5,2034-02-12,22:21:00
3594,FL3594,2034-02-13,19:52:00,2546.09,11,3,2034-02-13,22:22:00
3595,FL3595,2034-02-14,19:53:00,2068.27,1,2,2034-02-14,22:23:00
3596,FL3596,2034-02-15,19:54:00,1688.42,12,5,2034-02-15,22:24:00
3597,FL3597,2034-02-16,19:55:00,2106.73,10,4,2034-02-16,22:25:00
3598,FL3598,2034-02-17,19:56:00,2092.46,9,6,2034-02-17,22:26:00
3599,FL3599,2034-02-18,19:57:00,1919.76,9,12,2034-02-18,22:27:00
3600,FL3600,2034-02-19,19:58:00,3385.48,12,2,2034-02-19,22:28:00
3601,FL3601,2034-02-20,19:59:00,3383.24,11,9,2034-02-20,22:29:00
3602,FL3602,2034-02-21,20:00:00,1653.04,5,8,2034-02-21,22:30:00
3603,FL3603,2034-02-22,20:01:00,2033.25,8,5,2034-02-22,22:31:00
3604,FL3604,2034-02-23,20:02:00,1529.65,6,3,2034-02-23,22:32:00
3605,FL3605,2034-02-24,20:03:00,1755.02,2,4,2034-02-24,22:33:00
3606,FL3606,2034-02-25,20:04:00,3074.55,12,11,2034-02-25,22:34:00
3607,FL3607,2034-02-26,20:05:00,2083.19,1,4,2034-02-26,22:35:00
3608,FL3608,2034-02-27,20:06:00,1642.89,4,9,2034-02-27,22:36:00
3609,FL3609,2034-02-28,20:07:00,2932.27,6,1,2034-02-28,22:37:00
3610,FL3610,2034-03-01,20:08:00,1783.88,8,3,2034-03-01,22:38:00
3611,FL3611,2034-03-02,20:09:00,1740.89,2,7,2034-03-02,22:39:00
3612,FL3612,2034-03-03,20:10:00,2885.69,3,8,2034-03-03,22:40:00
3613,FL3613,2034-03-04,20:11:00,1952.24,9,5,2034-03-04,22:41:00
3614,FL3614,2034-03-05,20:12:00,2000.03,2,12,2034-03-05,22:42:00
3615,FL3615,2034-03-06,20:13:00,1541.92,7,12,2034-03-06,22:43:00
3616,FL3616,2034-03-07,20:14:00,3286.5,9,12,2034-03-07,22:44:00
3617,FL3617,2034-03-08,20:15:00,2040.4,9,3,2034-03-08,22:45:00
3618,FL3618,2034-03-09,20:16:00,3310.54,8,4,2034-03-09,22:46:00
3619,FL3619,2034-03-10,20:17:00,2831.48,10,5,2034-03-10,22:47:00
3620,FL3620,2034-03-11,20:18:00,2401.92,12,1,2034-03-11,22:48:00
3621,FL3621,2034-03-12,20:19:00,2684.92,9,4,2034-03-12,22:49:00
3622,FL3622,2034-03-13,20:20:00,3261.12,6,3,2034-03-13,22:50:00
3623,FL3623,2034-03-14,20:21:00,3043.29,10,11,2034-03-14,22:51:00
3624,FL3624,2034-03-15,20:22:00,1605.47,5,11,2034-03-15,22:52:00
3625,FL3625,2034-03-16,20:23:00,1885.36,11,4,2034-03-16,22:53:00
3626,FL3626,2034-03-17,20:24:00,3076.91,5,3,2034-03-17,22:54:00
3627,FL3627,2034-03-18,20:25:00,2973.87,2,9,2034-03-18,22:55:00
3628,FL3628,2034-03-19,20:26:00,2570.39,6,3,2034-03-19,22:56:00
3629,FL3629,2034-03-20,20:27:00,3065.37,8,11,2034-03-20,22:57:00
3630,FL3630,2034-03-21,20:28:00,2754.55,10,5,2034-03-21,22:58:00
3631,FL3631,2034-03-22,20:29:00,3369.32,11,12,2034-03-22,22:59:00
3632,FL3632,2034-03-23,20:30:00,3002.93,3,11,2034-03-23,23:00:00
3633,FL3633,2034-03-24,20:31:00,1626.05,4,8,2034-03-24,23:01:00
3634,FL3634,2034-03-25,20:32:00,2754.53,11,5,2034-03-25,23:02:00
3635,FL3635,2034-03-26,20:33:00,2802.87,9,1,2034-03-26,23:03:00
3636,FL3636,2034-03-27,20:34:00,1844.36,10,5,2034-03-27,23:04:00
3637,FL3637,2034-03-28,20:35:00,1691.1,2,3,2034-03-28,23:05:00
3638,FL3638,2034-03-29,20:36:00,2810.18,9,2,2034-03-29,23:06:00
3639,FL3639,2034-03-30,20:37:00,3175.3,12,6,2034-03-30,23:07:00
3640,FL3640,2034-03-31,20:38:00,1731.4,4,11,2034-03-31,23:08:00
3641,FL3641,2034-04-01,20:39:00,2560.12,6,8,2034-04-01,23:09:00
3642,FL3642,2034-04-02,20:40:00,2886.65,7,1,2034-04-02,23:10:00
3643,FL3643,2034-04-03,20:41:00,2852.64,4,6,2034-04-03,23:11:00
3644,FL3644,2034-04-04,20:42:00,2619.82,10,11,2034-04-04,23:12:00
3645,FL3645,2034-04-05,20:43:00,3085.9,1,7,2034-04-05,23:13:00
3646,FL3646,2034-04-06,20:44:00,2215.4,2,9,2034-04-06,23:14:00
3647,FL3647,2034-04-07,20:45:00,1604.34,8,6,2034-04-07,23:15:00
3648,FL3648,2034-04-08,20:46:00,3136.92,2,2,2034-04-08,23:16:00
